Rank	Movie	Release Date	Theatrical Distributor	MPAA Rating	Gross	Tickets Sold	Gender
15	Ender's Game	2013-11-01	Lionsgate	PG-13	$61,656,849	7,583,868	Adventure
16	Escape From Planet Earth	2013-02-15	Weinstein Co.	PG	$57,012,977	7,012,666	Adventure
17	Free Birds	2013-11-01	Relativity	PG	$54,894,525	6,752,094	Adventure
18	The Secret Life of Walter M…	2013-12-25	20th Century Fox	PG	$45,470,954	5,592,983	Adventure
19	Jurassic Park	1993-06-11	Universal	PG-13	$45,385,935	5,582,525	Adventure
20	The Hobbit: An Unexpected J…	2012-12-14	Warner Bros.	PG-13	$39,168,675	4,817,795	Adventure
21	Walking with Dinosaurs	2013-12-20	20th Century Fox	PG	$31,344,185	3,855,373	Adventure
22	The Mortal Instruments: Cit…	2013-08-21	Sony Pictures	PG-13	$31,165,421	3,833,385	Adventure
23	Parental Guidance	2012-12-25	20th Century Fox	PG	$24,927,598	3,066,125	Adventure
24	Wreck-It Ralph	2012-11-02	Walt Disney	PG	$10,911,037	1,342,070	Adventure
25	Rise of the Guardians	2012-11-21	Paramount Pictures	PG	$6,185,091	760,773	Adventure
26	Monsters, Inc.	2001-11-02	Walt Disney	G	$5,571,699	685,325	Adventure
27	Hotel Transylvania	2012-09-28	Sony Pictures	PG	$2,140,687	263,307	Adventure
28	The Christmas Candle	2013-11-15	Echolight Studios	PG	$1,632,000	200,738	Adventure
29	The Lost Medallion: The Adv…	2013-03-01	Freestyle Releasing	PG	$549,632	67,605	Adventure
30	Frankenweenie	2012-10-05	Walt Disney	PG	$354,055	43,549	Adventure
31	2001: A Space Odyssey	1968-04-02	MGM	G	$214,618	26,398	Adventure
32	Gekijoban Mahou Shojo Madok…	2013-12-06	Eleven Arts	Not Rated	$190,478	23,429	Adventure
33	Ernest et Celestine	2013-03-01	Mongrel Media	Not Rated	$135,918	16,718	Adventure
34	Ice Age: Continental Drift	2012-07-13	20th Century Fox	PG	$117,761	14,484	Adventure
35	Di Renjie zhi shendu longwa…	2013-09-27	AMC Independent	Not Rated	$87,783	10,797	Adventure
36	Boule et Bill	2013-11-08	Distrib Films	Not Rated	$56,224	6,915	Adventure
37	Zaytoun	2013-09-20	Strand	Not Rated	$30,743	3,781	Adventure
38	Finding Nemo	2003-05-30	Walt Disney	G	$19,209	2,362	Adventure
39	Brave	2012-06-22	Walt Disney	PG	$5,111	628	Adventure
40	Last Flight of the Champion	2013-08-30	High Top Releasing	PG	$2,597	319	Adventure
41	Terkel i knibe	2010-03-26		Not Rated	$500	61	Adventure
1	The Lego Movie	2014-02-07	Warner Bros.	PG	$257,784,718	31,552,597	Adventure
2	Maleficent	2014-05-30	Walt Disney	PG	$241,407,328	29,548,020	Adventure
3	The Hobbit: The Battle of t…	2014-12-17	Warner Bros.	PG-13	$220,602,017	27,001,470	Adventure
4	Big Hero 6	2014-11-07	Walt Disney	PG	$211,207,036	25,851,534	Adventure
5	Dawn of the Planet of the Apes	2014-07-11	20th Century Fox	PG-13	$208,545,589	25,525,775	Adventure
6	Teenage Mutant Ninja Turtles	2014-08-08	Paramount Pictures	PG-13	$191,204,754	23,403,274	Adventure
7	Interstellar	2014-11-05	Paramount Pictures	PG-13	$182,802,094	22,374,797	Adventure
8	How to Train Your Dragon 2	2014-06-13	20th Century Fox	PG	$177,002,924	21,664,984	Adventure
9	Divergent	2014-03-21	Lionsgate	PG-13	$150,947,895	18,475,874	Adventure
10	Rio 2	2014-04-11	20th Century Fox	G	$131,538,435	16,100,175	Adventure
11	Mr. Peabody & Sherman	2014-03-07	20th Century Fox	PG	$111,506,430	13,648,277	Adventure
12	Penguins of Madagascar	2014-11-26	20th Century Fox	PG	$74,028,222	9,060,981	Adventure
13	Hercules	2014-07-25	Paramount Pictures	PG-13	$72,688,614	8,897,015	Adventure
14	Night at the Museum: Secret…	2014-12-19	20th Century Fox	PG	$69,354,582	8,488,932	Adventure
15	Alexander and the Terrible,…	2014-10-10	Walt Disney	PG	$66,032,663	8,082,333	Adventure
16	The Nut Job	2014-01-17	Open Road	PG	$64,251,538	7,864,325	Adventure
17	Planes: Fire and Rescue	2014-07-18	Walt Disney	PG	$59,157,732	7,240,848	Adventure
18	Muppets Most Wanted	2014-03-21	Walt Disney	PG	$51,178,893	6,264,246	Adventure
19	The Boxtrolls	2014-09-26	Focus Features	PG	$50,618,671	6,195,675	Adventure
20	The Book of Life	2014-10-17	20th Century Fox	PG	$49,322,356	6,037,008	Adventure
21	Earth to Echo	2014-07-02	Relativity	PG	$38,934,842	4,765,586	Adventure
22	The Hobbit: The Desolation …	2013-12-13	Warner Bros.	PG-13	$29,307,213	3,587,174	Adventure
23	The Legend of Hercules	2014-01-10	Lionsgate	PG-13	$18,848,538	2,307,042	Adventure
24	The Hunger Games: Catching …	2013-11-22	Lionsgate	PG-13	$17,528,348	2,145,452	Adventure
25	The Secret Life of Walter M…	2013-12-25	20th Century Fox	PG	$12,765,884	1,562,531	Adventure
26	Moms’ Night Out	2014-05-09	Sony Pictures	PG	$10,429,707	1,276,585	Adventure
27	Legends of Oz: Dorothy’s Re…	2014-05-09	Clarius Entertain…	PG	$8,462,347	1,035,782	Adventure
28	Walking with Dinosaurs	2013-12-20	20th Century Fox	PG	$4,731,936	579,184	Adventure
29	Cloudy with a Chance of Mea…	2013-09-27	Sony Pictures	PG	$2,179,330	266,747	Adventure
30	Free Birds	2013-11-01	Relativity	PG	$855,955	104,768	Adventure
31	Pirates	2014-09-12	Well Go USA	Not Rated	$160,133	19,600	Adventure
32	Ernest et Celestine	2013-03-01	Mongrel Media	Not Rated	$156,644	19,173	Adventure
33	2001: A Space Odyssey	1968-04-02	MGM	G	$135,370	16,569	Adventure
34	Despicable Me 2	2013-07-03	Universal	PG	$108,650	13,298	Adventure
35	En solitaire	2014-04-18		Not Rated	$103,628	12,683	Adventure
36	Ender's Game	2013-11-01	Lionsgate	PG-13	$80,342	9,833	Adventure
37	Song of the Sea	2014-12-19	GKIDS	PG	$65,845	8,059	Adventure
38	The Taking of Tiger Mountain	2015-01-02	Well Go USA	Not Rated	$50,621	6,195	Adventure
39	Percy Jackson: Sea of Monsters	2013-08-07	20th Century Fox	PG	$41,344	5,060	Adventure
40	Rocks in My Pockets	2014-09-03	Zeitgeist	Not Rated	$34,236	4,190	Adventure
41	The Hero of Color City	2014-10-03	Magnolia Pictures	G	$32,188	3,939	Adventure
42	Yellow Day	2014-09-19	Self Distributed	PG	$31,000	3,794	Adventure
43	Xi you xiang mo pian	2014-03-07	Magnolia Pictures	PG-13	$18,058	2,210	Adventure
44	War of the World's Goliath	2014-03-07	Anderson Digital	PG-13	$13,385	1,638	Adventure
45	Le roi et l'oiseau	2014-11-21	Rialto Pictures	Not Rated	$9,554	1,169	Adventure
46	Canopy	2014-08-29	Monterey Media	PG-13	$8,462	1,035	Adventure
47	Thunder and the House of Magic	2014-09-05	Shout! Factory	Not Rated	$4,091	500	Adventure
48	Ragnarok	2014-08-15	Magnolia Pictures	PG-13	$1,369	167	Adventure
1	Star Wars Ep. VII: The Forc…	2015-12-18	Walt Disney	PG-13	$742,208,942	88,043,765	Adventure
2	Inside Out	2015-06-19	Walt Disney	PG	$356,461,711	42,284,900	Adventure
3	Minions	2015-07-10	Universal	PG	$336,045,770	39,863,081	Adventure
4	Home	2015-03-27	20th Century Fox	PG	$177,397,510	21,043,595	Adventure
5	Hotel Transylvania 2	2015-09-25	Sony Pictures	PG	$168,471,018	19,984,700	Adventure
6	The SpongeBob Movie: Sponge…	2015-02-06	Paramount Pictures	PG	$162,994,032	19,334,997	Adventure
7	San Andreas	2015-05-29	Warner Bros.	PG-13	$155,190,832	18,409,351	Adventure
8	The Peanuts Movie	2015-11-06	20th Century Fox	G	$128,235,584	15,211,813	Adventure
9	The Good Dinosaur	2015-11-25	Walt Disney	PG	$114,766,932	13,614,108	Adventure
10	Tomorrowland	2015-05-22	Walt Disney	PG	$93,436,322	11,083,786	Adventure
11	Pixels	2015-07-24	Sony Pictures	PG-13	$78,765,986	9,343,533	Adventure
12	Paddington	2015-01-16	Weinstein Co.	PG	$76,223,578	9,041,942	Adventure
13	Paul Blart: Mall Cop 2	2015-04-17	Sony Pictures	PG	$71,091,594	8,433,167	Adventure
14	Alvin and the Chipmunks: Th…	2015-12-18	20th Century Fox	PG	$55,575,427	6,592,577	Adventure
15	Night at the Museum: Secret…	2014-12-19	20th Century Fox	PG	$44,392,039	5,265,960	Adventure
16	Everest	2015-09-18	Universal	PG-13	$43,482,270	5,158,039	Adventure
17	Max	2015-06-26	Warner Bros.	PG	$42,656,255	5,060,053	Adventure
18	Pan	2015-10-09	Warner Bros.	PG	$35,057,457	4,158,654	Adventure
19	The Hobbit: The Battle of t…	2014-12-17	Warner Bros.	PG-13	$34,517,771	4,094,634	Adventure
20	A Walk in the Woods	2015-09-02	Broad Green Pictures	R	$29,499,394	3,499,334	Adventure
21	In the Heart of the Sea	2015-12-11	Warner Bros.	PG-13	$23,063,385	2,735,870	Adventure
22	Project Almanac	2015-01-30	Paramount Pictures	PG-13	$22,348,241	2,651,036	Adventure
23	Shaun the Sheep	2015-08-05	Lionsgate	PG	$19,375,982	2,298,455	Adventure
24	Seventh Son	2015-02-06	Universal	PG-13	$17,725,785	2,102,703	Adventure
25	Strange Magic	2015-01-23	Walt Disney	PG	$12,429,583	1,474,446	Adventure
26	Back to the Future	1985-07-03	Universal	PG	$12,127,168	1,438,572	Adventure
27	Big Hero 6	2014-11-07	Walt Disney	PG	$11,320,792	1,342,917	Adventure
28	Penguins of Madagascar	2014-11-26	20th Century Fox	PG	$9,322,689	1,105,894	Adventure
29	Un gallo con muchos huevos	2015-09-04	Lionsgate	PG-13	$9,080,818	1,077,202	Adventure
30	Interstellar	2014-11-05	Paramount Pictures	PG-13	$5,215,800	618,718	Adventure
31	Roar	1981-01-01		PG	$2,110,050	250,302	Adventure
32	Astérix: Le domaine des dieux	2015-02-20	Mongrel Media	Not Rated	$1,656,287	196,475	Adventure
33	The Ghouls	2015-12-18	China Lion Film D…	Not Rated	$1,121,896	133,083	Adventure
34	Alexander and the Terrible,…	2014-10-10	Walt Disney	PG	$921,486	109,310	Adventure
35	The Revenant	2015-12-25	20th Century Fox	R	$872,519	103,502	Adventure
36	The Polar Express	2004-11-10	Warner Bros.	G	$846,602	100,427	Adventure
37	The Book of Life	2014-10-17	20th Century Fox	PG	$829,187	98,361	Adventure
38	Song of the Sea	2014-12-19	GKIDS	PG	$791,679	93,912	Adventure
39	Kahlil Gibran's The Prophet	2015-08-07	GKIDS	PG	$340,536	40,395	Adventure
40	Himalaya	2015-12-18	CJ Entertainment	Not Rated	$256,901	30,474	Adventure
41	The Boxtrolls	2014-09-26	Focus Features	PG	$218,634	25,935	Adventure
42	Lang Tu Teng	2015-09-11	Sony Pictures	PG-13	$212,616	25,221	Adventure
43	The Young and Prodigious T.…	2015-07-31	Weinstein Co.	PG	$176,847	20,978	Adventure
44	The Taking of Tiger Mountain	2015-01-02	Well Go USA	Not Rated	$172,343	20,444	Adventure
45	Theeb	2015-11-06	Film Movement	Not Rated	$164,704	19,537	Adventure
46	Hell & Back	2015-10-02	Freestyle Releasing	R	$157,768	18,715	Adventure
47	O Menino e o Mundo	2015-12-11	GKIDS	PG	$17,580	2,085	Adventure
48	Trash	2015-10-09	Focus Features	R	$17,484	2,074	Adventure
49	Le roi et l'oiseau	2014-11-21	Rialto Pictures	Not Rated	$16,396	1,944	Adventure
50	Patch Town	2015-06-05	Kino Lorber	Not Rated	$584	69	Adventure
